inter_arrival,packet_length,sess_pkt_count,sess_byte_count
0.0,304,1,304
0.0055630207061767,54,1,54
0.0001051425933837,66,1,66
3.814697265625e-06,54,2,108
0.0021710395812988,74,1,74
9.894371032714844e-05,1434,4,1713
0.0001928806304931,82,2,148
5.0067901611328125e-06,469,5,2182
4.601478576660156e-05,131,3,279
0.0038268566131591,78,1,78
2.7179718017578125e-05,78,1,78
0.0239579677581787,66,1,66
0.0073859691619873,66,2,140
5.0067901611328125e-06,66,3,206
0.0008749961853027,66,4,272
2.86102294921875e-06,66,5,338
5.0067901611328125e-06,66,1,66
0.023069143295288,66,1,66
0.0001599788665771,54,2,132
-5.0067901611328125e-05,54,2,132
0.0026540756225585,571,3,703
7.867813110351562e-06,571,3,703
0.0202491283416748,78,1,78
0.0199990272521972,100,6,2282
-0.0002219676971435,66,6,404
0.0001099109649658,66,7,2348
3.814697265625e-06,78,1,78
0.000154972076416,66,8,2414
1.9073486328125e-06,54,2,120
0.0012431144714355,1434,3,1554
0.0157489776611328,54,2,120
9.5367431640625e-07,1282,5,4270
1.9073486328125e-06,1434,4,2988
8.20159912109375e-05,54,4,757
0.0004951953887939,1434,3,1554
5.3882598876953125e-05,54,4,757
9.5367431640625e-07,1282,5,4270
9.5367431640625e-07,1434,4,2988
0.0036292076110839,66,1,66
0.0001008510589599,54,2,132
4.410743713378906e-05,54,5,811
4.696846008300781e-05,571,3,703
1.2874603271484377e-05,134,6,945
0.0009291172027587,54,5,811
0.0001308917999267,134,6,945
3.0994415283203125e-06,54,8,512
0.0070180892944335,54,7,458
0.0001041889190673,66,2,144
0.0020468235015869,74,1,74
0.0001749992370605,82,3,226
2.694129943847656e-05,123,4,349
0.0001089572906494,1434,5,1783
5.0067901611328125e-06,493,6,2276
0.0141549110412597,54,2,120
1.1920928955078125e-06,54,6,4324
0.0015718936920166,1434,3,1554
1.9073486328125e-06,309,7,4633
4.1961669921875e-05,54,7,999
7.605552673339844e-05,54,4,757
0.003209114074707,1434,4,2988
2.86102294921875e-06,1282,5,4270
1.1920928955078125e-06,309,8,4942
9.5367431640625e-07,309,7,4633
9.5367431640625e-07,54,6,4324
9.5367431640625e-07,293,8,4926
9.012222290039062e-05,54,5,811
4.291534423828125e-05,54,8,1053
2.193450927734375e-05,54,7,999
0.0014581680297851,134,6,945
0.0138168334960937,66,2,140
4.0531158447265625e-06,66,3,206
0.002748966217041,66,4,272
2.1457672119140625e-06,66,5,338
5.9604644775390625e-06,293,7,4617
0.0119528770446777,54,6,4324
9.5367431640625e-07,309,8,4926
0.0001101493835449,54,7,999
0.0031919479370117,141,9,5067
8.797645568847656e-05,54,8,1053
0.003274917602539,105,9,1158
0.0092542171478271,141,9,5083
0.0001039505004882,54,9,1107
0.0022399425506591,105,10,1212
0.0168440341949462,66,6,404
0.0001070499420166,66,7,2342
0.0001099109649658,100,8,2442
4.291534423828125e-05,66,9,2508
0.0011069774627685,78,1,78
0.0231931209564209,54,10,5121
6.9141387939453125e-06,285,11,5406
0.0015051364898681,141,11,1353
0.000108003616333,54,10,1212
0.0140390396118164,54,10,5137
5.0067901611328125e-06,285,11,5422
0.0001039505004882,54,11,1266
0.0041480064392089,481,2,547
0.0003318786621093,141,12,1407
0.0066030025482177,243,3,613
9.79900360107422e-05,66,2,370
0.0007431507110595,54,7,458
0.004490852355957,74,1,74
0.0001089572906494,66,2,144
0.0001001358032226,82,3,226
2.694129943847656e-05,123,4,349
0.0001001358032226,1434,5,1783
5.0067901611328125e-06,461,6,2244
0.0082018375396728,54,8,512
0.0380020141601562,66,3,613
0.0055069923400878,66,2,140
0.0111949443817138,54,12,5460
4.0531158447265625e-06,66,3,206
0.0123100280761718,66,4,272
4.0531158447265625e-06,66,5,338
0.0054390430450439,54,12,5476
0.0097408294677734,141,9,5067
0.0001041889190673,54,8,1053
0.0024099349975585,105,9,1158
0.0397758483886718,107,13,5567
9.703636169433594e-05,54,12,1407
7.987022399902344e-05,54,13,1461
0.0017681121826171,107,13,5583
0.0026721954345703,111,13,1518
0.0016498565673828,111,14,1572
0.0088231563568115,54,10,5121
8.106231689453125e-05,54,10,1212
0.0076189041137695,66,6,404
0.0010221004486083,141,11,1353
0.0012078285217285,285,11,5406
0.0001039505004882,66,7,2310
0.0001139640808105,100,8,2410
4.601478576660156e-05,66,9,2476
0.0037841796875,78,1,78
0.0236039161682128,54,14,5621
0.0061221122741699,89,15,5710
1.9073486328125e-06,54,14,5637
9.5367431640625e-07,89,15,5726
9.894371032714844e-05,54,14,1572
6.604194641113281e-05,54,15,1626
0.0023670196533203,109,16,1735
3.886222839355469e-05,109,15,1681
4.0531158447265625e-06,54,8,512
0.0001471042633056,66,2,144
9.5367431640625e-07,74,1,74
0.0044291019439697,54,7,458
2.694129943847656e-05,127,4,353
0.0001158714294433,82,3,226
0.0001001358032226,1434,5,1787
5.0067901611328125e-06,497,6,2284
0.0066947937011718,54,12,5460
9.703636169433594e-05,54,12,1407
0.0033690929412841,107,13,5567
0.0013990402221679,111,13,1518
0.0003919601440429,54,16,5764
9.5367431640625e-07,54,16,5780
1.9073486328125e-06,89,17,5853
8.106231689453125e-05,54,17,1789
0.0016820430755615,89,17,5869
4.696846008300781e-05,54,16,1735
0.0001471042633056,82,18,1871
0.0333209037780761,66,2,140
1.6927719116210938e-05,82,17,1817
4.0531158447265625e-06,66,3,206
0.0009031295776367,66,4,272
1.9073486328125e-06,66,5,338
0.00236177444458,113,19,6020
0.0135331153869628,54,18,5907
4.0531158447265625e-06,54,18,5923
9.5367431640625e-07,113,19,6036
6.008148193359375e-05,54,19,1925
8.606910705566406e-05,54,18,1871
1.9073486328125e-06,89,15,5710
0.0018360614776611,54,14,5621
9.894371032714844e-05,54,14,1572
0.0022950172424316,870,19,2741
0.0015170574188232,109,15,1681
0.0247459411621093,298,4,911
1.6927719116210938e-05,870,20,2795
9.512901306152344e-05,66,4,679
0.0342218875885009,66,6,404
0.0001060962677001,66,7,2350
4.291534423828125e-05,66,9,2516
0.0001029968261718,100,8,2450
0.0005140304565429,54,16,5764
9.5367431640625e-07,89,17,5853
4.601478576660156e-05,54,16,1735
0.000209093093872,82,17,1817
0.0109930038452148,164,20,6200
0.0001800060272216,78,1,78
0.0001008510589599,54,21,2849
0.0006430149078369,164,20,6184
5.91278076171875e-05,54,20,2795
0.00325608253479,82,21,2877
5.2928924560546875e-05,82,22,2931
0.0414290428161621,74,1,74
3.814697265625e-06,54,7,458
0.0001180171966552,66,2,144
9.79900360107422e-05,82,3,226
4.7206878662109375e-05,127,4,353
0.0001018047332763,1434,5,1787
5.0067901611328125e-06,465,6,2252
4.0531158447265625e-06,113,19,6020
0.0001158714294433,54,18,1871
0.0034670829772949,54,18,5907
0.001068115234375,862,19,2733
9.79900360107422e-05,54,22,2931
0.0069260597229003,85,21,6269
1.9073486328125e-06,85,21,6285
4.9114227294921875e-05,54,23,2985
0.0004558563232421,54,24,3039
0.044029951095581,66,2,140
0.0003330707550048,54,22,6323
6.29425048828125e-05,54,24,3039
0.0012221336364746,66,3,206
0.0039019584655761,66,4,272
0.0020010471343994,54,23,2985
3.814697265625e-06,66,5,338
0.0087702274322509,54,23,6377
0.0022079944610595,164,20,6184
0.001188039779663,82,21,2869
0.0077869892120361,54,22,6339
9.679794311523438e-05,54,20,2787
0.0001211166381835,54,25,3093
0.0477468967437744,85,21,6269
0.000101089477539,54,22,2923
0.1054859161376953,54,22,6323
0.0002930164337158,54,23,2977
0.0001101493835449,54,25,3093
0.0847909450531005,54,24,6431
0.0001370906829833,54,24,3031
0.0136518478393554,54,23,6377
-0.0002238750457763,66,6,404
0.0093989372253417,66,7,2318
0.0040168762207031,78,1,78
-4.506111145019531e-05,100,8,2418
0.0001130104064941,66,9,2484
4.506111145019531e-05,82,2,160
-0.0001020431518554,66,3,226
0.0001060962677001,1434,5,1790
0.0002429485321044,130,4,356
5.0067901611328125e-06,564,6,2354
5.9604644775390625e-06,74,1,74
0.0019898414611816,54,7,458
9.5367431640625e-07,54,8,512
0.0312118530273437,66,2,140
5.9604644775390625e-06,66,3,206
0.0084750652313232,66,4,272
5.0067901611328125e-06,66,5,338
0.0740039348602294,78,1,78
0.0001130104064941,66,2,144
0.0628750324249267,74,1,74
2.4080276489257812e-05,120,4,346
0.0001089572906494,82,3,226
0.0001180171966552,1434,5,1780
5.0067901611328125e-06,490,6,2270
0.0564470291137695,66,2,140
5.0067901611328125e-06,66,3,206
0.0059649944305419,66,4,272
0.0023949146270751,66,5,338
0.0852949619293212,66,7,2420
0.0001089572906494,100,8,2520
4.410743713378906e-05,66,9,2586
-0.0002579689025878,66,6,404
0.0012209415435791,78,1,78
0.0410220623016357,522,6,860
9.703636169433594e-05,66,7,2336
-9.5367431640625e-07,1434,7,2294
-0.0001041889190673,1434,8,3728
0.0002601146697998,66,8,2402
0.0020220279693603,164,9,2566
7.295608520507812e-05,192,10,2758
0.0001850128173828,1434,11,4192
5.9604644775390625e-06,78,12,4270
1.5020370483398438e-05,877,13,5147
0.0083289146423339,54,7,458
4.0531158447265625e-06,54,8,512
0.0045359134674072,74,1,74
0.0001060962677001,66,2,144
0.0001330375671386,82,3,226
0.000389814376831,1434,5,1790
0.0001630783081054,130,4,356
7.152557373046875e-06,532,6,2322
0.0396490097045898,66,9,3794
4.0531158447265625e-06,66,11,3926
0.0044059753417968,66,10,3860
9.5367431640625e-07,66,12,3992
0.0189309120178222,66,2,140
4.0531158447265625e-06,66,3,206
0.0067808628082275,66,4,272
4.0531158447265625e-06,66,5,338
0.0285220146179199,627,13,4619
0.0001120567321777,66,14,5213
0.0003769397735595,131,15,5344
0.007261037826538,855,14,5474
9.608268737792967e-05,66,16,5410
0.0468180179595947,66,15,5540
0.3386878967285156,66,6,404
0.0001149177551269,100,8,2488
4.8160552978515625e-05,66,9,2554
0.0001020431518554,66,7,2388
0.0039927959442138,78,1,78
0.0200278759002685,74,1,74
3.814697265625e-05,129,3,289
-0.0001709461212158,66,4,355
0.0002520084381103,82,2,160
0.0002758502960205,1434,5,1789
3.0994415283203125e-06,54,8,512
0.001457929611206,54,7,458
5.0067901611328125e-06,531,6,2320
0.0066869258880615,66,2,140
4.0531158447265625e-06,66,3,206
0.0053198337554931,66,4,272
4.0531158447265625e-06,66,5,338
0.0001051425933837,66,7,2386
0.0001618862152099,66,8,2452
-4.696846008300781e-05,100,9,2552
0.2946670055389404,66,6,404
0.0009479522705078,78,1,78
0.0557949542999267,74,1,74
0.000115156173706,66,2,144
6.699562072753906e-05,129,4,355
0.0001759529113769,82,3,226
0.0001239776611328,1434,5,1789
6.9141387939453125e-06,563,6,2352
0.0123040676116943,54,7,458
4.0531158447265625e-06,54,8,512
0.0401709079742431,66,2,140
-5.0067901611328125e-06,66,3,206
0.0050110816955566,66,4,272
5.0067901611328125e-06,66,5,338
0.2944650650024414,66,6,404
0.0001020431518554,100,8,2518
4.8160552978515625e-05,66,9,2584
0.0001018047332763,66,7,2418
0.0038788318634033,78,1,78
0.0234150886535644,54,7,458
5.9604644775390625e-06,54,8,512
0.0048761367797851,74,1,74
0.0001249313354492,66,2,144
0.0001649856567382,82,3,226
2.8133392333984375e-05,129,4,355
0.0001518726348876,1434,5,1789
5.9604644775390625e-06,499,6,2288
5.9604644775390625e-06,66,3,206
0.0553710460662841,66,2,140
-4.0531158447265625e-06,66,5,338
0.0073320865631103,66,4,272
0.3736710548400879,66,6,404
4.601478576660156e-05,66,9,2520
0.0001070499420166,66,7,2354
0.0001089572906494,100,8,2454
0.0009939670562744,78,1,78
0.0001420974731445,129,3,273
0.0228760242462158,74,1,74
0.0001158714294433,66,2,144
-2.9087066650390625e-05,82,4,355
0.0001401901245117,1434,5,1789
4.76837158203125e-06,467,6,2256
5.0067901611328125e-06,54,7,458
0.0485539436340332,66,2,140
1.1920928955078125e-06,54,8,512
5.0067901611328125e-06,66,3,206
0.0046520233154296,66,4,272
9.79900360107422e-05,66,7,2322
0.0001039505004882,100,8,2422
0.1869368553161621,66,5,338
0.0037040710449218,78,1,78
4.601478576660156e-05,66,9,2488
0.0001559257507324,131,3,275
0.0001139640808105,66,2,144
0.0295169353485107,74,1,74
-2.694129943847656e-05,82,4,357
0.000148057937622,1434,5,1791
5.0067901611328125e-06,469,6,2260
0.0005180835723876,54,6,392
1.9073486328125e-06,54,7,446
0.0029990673065185,66,2,140
-0.0029981136322021,66,3,206
0.0065340995788574,66,4,272
1.9073486328125e-06,66,5,338
0.0001029968261718,66,7,2326
0.3706331253051758,66,6,404
4.506111145019531e-05,66,9,2492
0.0001089572906494,100,8,2426
0.0009028911590576,78,1,78
0.0234730243682861,54,7,458
8.106231689453125e-06,54,8,512
0.0042529106140136,74,1,74
0.0001180171966552,82,3,226
0.0001060962677001,66,2,144
4.291534423828125e-05,131,4,357
0.0001039505004882,1434,5,1791
5.0067901611328125e-06,469,6,2260
0.0166730880737304,66,2,140
5.0067901611328125e-06,66,3,206
3.814697265625e-06,66,5,338
0.0065310001373291,66,4,272
-0.0001430511474609,66,8,2392
0.0002069473266601,100,9,2492
-0.0001049041748046,66,6,404
0.1863751411437988,66,7,2326
0.0037798881530761,78,1,78
-9.5367431640625e-07,54,8,512
0.0033810138702392,54,7,458
-5.0067901611328125e-06,74,1,74
6.794929504394531e-05,1434,5,1783
1.2159347534179688e-05,82,3,226
2.193450927734375e-05,123,4,349
0.0001320838928222,66,2,144
5.0067901611328125e-06,493,6,2276
7.867813110351562e-06,66,3,206
-0.0001349449157714,66,2,140
0.0024390220642089,66,4,272
3.0994415283203125e-06,66,5,338
0.0481259822845459,66,7,2342
0.0001130104064941,100,8,2442
4.887580871582031e-05,66,9,2508
0.0011470317840576,78,1,78
-0.0002779960632324,66,6,404
0.0522389411926269,54,7,458
0.006249189376831,82,2,160
3.0994415283203125e-05,123,3,283
0.0001111030578613,66,4,349
-0.0002481937408447,74,1,74
0.0002400875091552,1434,5,1783
5.0067901611328125e-06,557,6,2340
0.0025908946990966,54,8,512
0.0527839660644531,66,2,140
-4.0531158447265625e-06,66,3,206
0.0045831203460693,66,4,272
-4.0531158447265625e-06,66,5,338
0.0002570152282714,66,7,2406
0.0461330413818359,66,6,404
-4.506111145019531e-05,100,8,2506
-0.000108003616333,66,9,2572
0.0034000873565673,78,1,78
0.0099492073059082,74,1,74
0.0001389980316162,127,3,271
-2.7894973754882812e-05,82,4,353
0.0001208782196044,66,2,144
0.0001299381256103,1434,5,1787
5.9604644775390625e-06,529,6,2316
0.0025970935821533,54,7,458
1.9073486328125e-06,54,8,512
0.0194270610809326,66,2,140
5.0067901611328125e-06,66,3,206
0.0052418708801269,66,4,272
4.0531158447265625e-06,66,5,338
0.0617070198059082,66,6,404
9.989738464355467e-05,66,7,2382
-4.100799560546875e-05,100,9,2548
0.000978946685791,78,1,78
0.0001430511474609,66,8,2448
0.0205938816070556,66,1,66
0.0239169597625732,66,1,66
0.0002999305725097,74,1,74
1.1920928955078125e-06,54,7,458
8.20159912109375e-05,66,2,144
9.5367431640625e-07,54,8,512
0.0001418590545654,82,3,226
5.507469177246094e-05,127,4,353
0.0001070499420166,1434,5,1787
5.0067901611328125e-06,497,6,2284
-5.9604644775390625e-06,66,3,206
0.050534963607788,66,2,140
0.0108749866485595,66,4,272
-5.0067901611328125e-06,66,5,338
4.696846008300781e-05,66,9,2516
0.0001120567321777,66,7,2350
0.0001089572906494,100,8,2450
0.064512014389038,66,6,404
0.0039589405059814,78,1,78
0.0216579437255859,54,7,458
5.0067901611328125e-06,54,8,512
0.000108003616333,66,2,144
0.0068099498748779,74,1,74
0.0001120567321777,82,3,226
2.9087066650390625e-05,130,4,356
9.79900360107422e-05,1434,5,1790
5.0067901611328125e-06,500,6,2290
-5.9604644775390625e-06,66,3,206
0.0400950908660888,66,2,140
5.9604644775390625e-06,66,5,338
0.0184099674224853,66,4,272
1.9073486328125e-06,1354,1,1354
2.1457672119140625e-06,1354,3,4062
-9.5367431640625e-07,1354,2,2708
9.5367431640625e-07,1354,4,5416
9.5367431640625e-07,1083,5,6499
9.5367431640625e-07,1354,6,7853
9.5367431640625e-07,1354,7,9207
1.1920928955078125e-06,1354,8,10561
9.5367431640625e-07,1354,9,11915
9.5367431640625e-07,1354,10,13269
0.000364065170288,66,1,66
2.86102294921875e-06,66,2,132
0.0018520355224609,98,3,230
0.030548095703125,66,6,404
0.0001029968261718,66,7,2356
0.0001740455627441,100,8,2456
0.0013389587402343,78,1,78
5.888938903808594e-05,66,9,2522
5.0067901611328125e-06,54,8,512
0.0513949394226074,54,7,458
0.0043730735778808,74,1,74
3.0994415283203125e-05,130,4,356
0.0001039505004882,66,2,144
0.0001170635223388,82,3,226
0.0001049041748046,1434,5,1790
6.198883056640625e-06,468,6,2258
0.0213229656219482,1354,11,14623
0.0112569332122802,78,1,78
1.9073486328125e-06,1354,12,15977
9.5367431640625e-07,1354,14,18685
1.1920928955078125e-06,1354,13,17331
0.0002799034118652,66,4,296
0.0010390281677246,1354,15,20039
4.0531158447265625e-06,66,5,362
1.9073486328125e-06,1354,16,21393
1.1920928955078125e-06,1354,18,24101
9.5367431640625e-07,1354,17,22747
9.5367431640625e-07,1354,22,29517
9.5367431640625e-07,1354,19,25455
9.5367431640625e-07,1354,21,28163
9.5367431640625e-07,1354,20,26809
1.1920928955078125e-06,1354,23,30871
1.9073486328125e-06,1354,25,33579
9.5367431640625e-07,1354,24,32225
0.0,1354,28,37641
1.1920928955078125e-06,1354,27,36287
